日付,曜日,月,シグナル_食品,シグナル_エネルギー,シグナル_建設・資材,シグナル_素材・化学,シグナル_医薬品,シグナル_自動車,シグナル_鉄鋼・非鉄,シグナル_機械,シグナル_電機・精密,シグナル_情報通信,シグナル_電力・ガス,シグナル_運輸・物流,シグナル_商社・卸売,シグナル_小売,シグナル_銀行,シグナル_金融,シグナル_不動産,ロング1,ロング2,ロング3,ショート1,ショート2,ショート3,シグナル強度,リターン_食品,リターン_エネルギー,リターン_建設・資材,リターン_素材・化学,リターン_医薬品,リターン_自動車,リターン_鉄鋼・非鉄,リターン_機械,リターン_電機・精密,リターン_情報通信,リターン_電力・ガス,リターン_運輸・物流,リターン_商社・卸売,リターン_小売,リターン_銀行,リターン_金融,リターン_不動産,ロングリターン_%,ショートリターン_%,戦略リターン_%,戦略リターン,ロングのみリターン_%,米国_素材,米国_通信,米国_エネルギー,米国_金融,米国_資本財,米国_IT,米国_生活必需品,米国_不動産,米国_公益,米国_ヘルスケア,米国_一般消費財,累積資産,累積資産_ロングのみ,通算勝率_%,直近20日勝率_%,通算日数
2026-03-22,日,3,-0.0587,0.0535,-0.0002,0.0007,-0.0552,-0.0065,0.0021,0.0022,0.0517,-0.0015,-0.0475,-0.0026,0.0539,-0.0538,0.0527,0.0012,-0.0011,商社・卸売,エネルギー,銀行,小売,医薬品,食品,0.1126,-1.1271,-0.6733,-1.4824,-2.0947,-0.9975,-1.2496,0.1307,-0.7006,0.0,-0.341,-2.8059,-1.2724,-1.049,-1.635,-0.2918,0.4571,-2.531,-0.6714,-1.2532,0.5818,0.005818,-0.6714,-1.5264,-0.4575,1.5916,0.0408,-0.678,0.3407,-0.8107,-0.238,-0.4066,-0.3602,-0.7868,1005818.0,993286.0,100.0,0.0,1
