date,strategy_return,long_return,short_return,long_only_return,capital,capital_long_only,pnl,pnl_pct,is_correct,win_rate_total,win_rate_20d,total_days
2023-10-13,0.001373,-0.004516,-0.005888,-0.004516,28904753.0,28904753.0,27904753.0,27.904753,1,0.5518,0.4,3215
2023-10-16,-0.009876,-0.015389,-0.005514,-0.015389,28619300.0,28619300.0,27619300.0,27.6193,0,0.5516,0.4,3216
2023-10-17,0.002104,-0.002899,-0.005003,-0.002899,28679502.0,28679502.0,27679502.0,27.679502,1,0.5518,0.45,3217
2023-10-18,0.009509,0.01075,0.001241,0.01075,28952228.0,28952228.0,27952228.0,27.952228,1,0.5519,0.45,3218
2023-10-19,0.007168,0.000726,-0.006442,0.000726,29159763.0,29159763.0,28159763.0,28.159763,1,0.552,0.45,3219
2023-10-20,-0.006769,-0.001115,0.005654,-0.001115,28962376.0,28962376.0,27962376.0,27.962376,0,0.5519,0.4,3220
2023-10-23,0.007914,-0.00092,-0.008834,-0.00092,29191572.0,29191572.0,28191572.0,28.191572,1,0.552,0.45,3221
2023-10-24,-0.002071,-0.002111,-3.9e-05,-0.002111,29131108.0,29131108.0,28131108.0,28.131108,0,0.5518,0.4,3222
2023-10-25,-0.001243,0.001962,0.003206,0.001962,29094892.0,29094892.0,28094892.0,28.094892,0,0.5517,0.35,3223
2023-10-26,0.010508,7.4e-05,-0.010434,7.4e-05,29400628.0,29400628.0,28400628.0,28.400628,1,0.5518,0.4,3224
2023-10-27,0.009582,0.011919,0.002337,0.011919,29682331.0,29682331.0,28682331.0,28.682331,1,0.5519,0.45,3225
2023-10-30,-0.013732,-0.002632,0.011101,-0.002632,29274723.0,29274723.0,28274723.0,28.274723,0,0.5518,0.45,3226
2023-10-31,0.004628,0.003048,-0.001581,0.003048,29410217.0,29410217.0,28410217.0,28.410217,1,0.5519,0.5,3227
2023-11-01,-0.008714,0.00367,0.012384,0.00367,29153946.0,29153946.0,28153946.0,28.153946,0,0.5517,0.5,3228
2023-11-02,0.005156,-0.001827,-0.006983,-0.001827,29304258.0,29304258.0,28304258.0,28.304258,1,0.5519,0.5,3229
2023-11-06,-0.000297,-0.002903,-0.002606,-0.002903,29295552.0,29295552.0,28295552.0,28.295552,0,0.5517,0.5,3230
2023-11-07,0.003478,-0.00496,-0.008438,-0.00496,29397445.0,29397445.0,28397445.0,28.397445,1,0.5518,0.55,3231
2023-11-08,0.015084,-0.020113,-0.035196,-0.020113,29840874.0,29840874.0,28840874.0,28.840874,1,0.552,0.6,3232
2023-11-09,0.012454,0.015807,0.003353,0.015807,30212521.0,30212521.0,29212521.0,29.212521,1,0.5521,0.65,3233
2023-11-10,0.011539,0.019519,0.00798,0.019519,30561153.0,30561153.0,29561153.0,29.561153,1,0.5523,0.65,3234
2023-11-13,0.003543,-0.001767,-0.00531,-0.001767,30669436.0,30669436.0,29669436.0,29.669436,1,0.5524,0.65,3235
2023-11-14,0.003258,0.000111,-0.003146,0.000111,30769345.0,30769345.0,29769345.0,29.769345,1,0.5525,0.7,3236
2023-11-15,0.002882,0.003794,0.000912,0.003794,30858036.0,30858036.0,29858036.0,29.858036,1,0.5527,0.7,3237
2023-11-16,-0.01056,-0.0108,-0.00024,-0.0108,30532167.0,30532167.0,29532167.0,29.532167,0,0.5525,0.65,3238
2023-11-17,-0.011387,0.007089,0.018476,0.007089,30184499.0,30184499.0,29184499.0,29.184499,0,0.5523,0.6,3239
2023-11-20,0.001889,-0.002361,-0.00425,-0.002361,30241530.0,30241530.0,29241530.0,29.24153,1,0.5525,0.65,3240
2023-11-21,0.003064,-0.002216,-0.005279,-0.002216,30334182.0,30334182.0,29334182.0,29.334182,1,0.5526,0.65,3241
2023-11-22,0.002062,0.007995,0.005933,0.007995,30396733.0,30396733.0,29396733.0,29.396733,1,0.5527,0.7,3242
2023-11-24,-0.006161,-0.007392,-0.001232,-0.007392,30209467.0,30209467.0,29209467.0,29.209467,0,0.5526,0.7,3243
2023-11-27,0.001113,-0.005145,-0.006259,-0.005145,30243102.0,30243102.0,29243102.0,29.243102,1,0.5527,0.7,3244
2023-11-28,6e-05,-0.002533,-0.002593,-0.002533,30244919.0,30244919.0,29244919.0,29.244919,1,0.5529,0.7,3245
2023-11-29,-0.006079,-0.011394,-0.005315,-0.011394,30061061.0,30061061.0,29061061.0,29.061061,0,0.5527,0.7,3246
2023-11-30,-0.006506,0.000766,0.007272,0.000766,29865474.0,29865474.0,28865474.0,28.865474,0,0.5525,0.65,3247
2023-12-01,-0.003651,-0.003954,-0.000302,-0.003954,29756422.0,29756422.0,28756422.0,28.756422,0,0.5523,0.65,3248
2023-12-04,-0.010982,-0.010414,0.000569,-0.010414,29429623.0,29429623.0,28429623.0,28.429623,0,0.5522,0.6,3249
2023-12-05,0.007914,0.000829,-0.007085,0.000829,29662533.0,29662533.0,28662533.0,28.662533,1,0.5523,0.65,3250
2023-12-06,-0.000912,0.011168,0.01208,0.011168,29635473.0,29635473.0,28635473.0,28.635473,0,0.5521,0.6,3251
2023-12-07,-0.011525,-0.008097,0.003428,-0.008097,29293925.0,29293925.0,28293925.0,28.293925,0,0.552,0.55,3252
2023-12-08,-0.00049,-0.010972,-0.010482,-0.010972,29279568.0,29279568.0,28279568.0,28.279568,0,0.5518,0.5,3253
2023-12-11,-0.001475,-0.001161,0.000314,-0.001161,29236371.0,29236371.0,28236371.0,28.236371,0,0.5516,0.45,3254
2023-12-12,0.002491,-0.004225,-0.006716,-0.004225,29309207.0,29309207.0,28309207.0,28.309207,1,0.5518,0.45,3255
2023-12-13,-0.004963,-0.008588,-0.003625,-0.008588,29163739.0,29163739.0,28163739.0,28.163739,0,0.5516,0.4,3256
2023-12-14,-0.001409,-0.023048,-0.021638,-0.023048,29122633.0,29122633.0,28122633.0,28.122633,0,0.5514,0.35,3257
2023-12-15,0.01007,0.002117,-0.007953,0.002117,29415885.0,29415885.0,28415885.0,28.415885,1,0.5516,0.4,3258
2023-12-18,0.006266,0.002317,-0.003948,0.002317,29600192.0,29600192.0,28600192.0,28.600192,1,0.5517,0.45,3259
2023-12-19,-3.9e-05,-0.000506,-0.000467,-0.000506,29599038.0,29599038.0,28599038.0,28.599038,0,0.5515,0.4,3260
2023-12-20,0.002167,0.004661,0.002494,0.004661,29663167.0,29663167.0,28663167.0,28.663167,1,0.5517,0.4,3261
2023-12-21,0.007642,-0.000851,-0.008493,-0.000851,29889860.0,29889860.0,28889860.0,28.88986,1,0.5518,0.4,3262
2023-12-22,-0.004007,0.005153,0.00916,0.005153,29770093.0,29770093.0,28770093.0,28.770093,0,0.5516,0.4,3263
2023-12-26,-4.7e-05,7.9e-05,0.000126,7.9e-05,29768692.0,29768692.0,28768692.0,28.768692,0,0.5515,0.35,3264
2023-12-27,0.009331,0.012072,0.002741,0.012072,30046456.0,30046456.0,29046456.0,29.046456,1,0.5516,0.35,3265
2023-12-28,0.000685,0.002605,0.001921,0.002605,30067025.0,30067025.0,29067025.0,29.067025,1,0.5517,0.4,3266
2023-12-29,0.002075,-0.001388,-0.003463,-0.001388,30129410.0,30129410.0,29129410.0,29.12941,1,0.5519,0.45,3267
2024-01-04,-0.002186,0.014371,0.016556,0.014371,30063557.0,30063557.0,29063557.0,29.063557,0,0.5517,0.45,3268
2024-01-05,-0.004851,-0.001019,0.003833,-0.001019,29917707.0,29917707.0,28917707.0,28.917707,0,0.5515,0.45,3269
2024-01-09,-0.01196,-0.011299,0.000661,-0.011299,29559894.0,29559894.0,28559894.0,28.559894,0,0.5514,0.4,3270
2024-01-10,0.00542,0.010869,0.005449,0.010869,29720122.0,29720122.0,28720122.0,28.720122,1,0.5515,0.45,3271
2024-01-11,-0.002485,0.001787,0.004272,0.001787,29646268.0,29646268.0,28646268.0,28.646268,0,0.5513,0.45,3272
2024-01-12,0.011676,0.010016,-0.001661,0.010016,29992432.0,29992432.0,28992432.0,28.992432,1,0.5515,0.5,3273
2024-01-16,-0.001557,0.01195,0.013507,0.01195,29945737.0,29945737.0,28945737.0,28.945737,0,0.5513,0.5,3274
2024-01-17,0.003603,-0.008415,-0.012019,-0.008415,30053639.0,30053639.0,29053639.0,29.053639,1,0.5515,0.5,3275
2024-01-18,-0.001828,-0.001958,-0.00013,-0.001958,29998699.0,29998699.0,28998699.0,28.998699,0,0.5513,0.5,3276
2024-01-19,-0.005573,-0.010055,-0.004482,-0.010055,29831516.0,29831516.0,28831516.0,28.831516,0,0.5511,0.5,3277
2024-01-22,-0.002874,0.002751,0.005625,0.002751,29745793.0,29745793.0,28745793.0,28.745793,0,0.5509,0.45,3278
2024-01-23,-0.004001,-0.004859,-0.000858,-0.004859,29626780.0,29626780.0,28626780.0,28.62678,0,0.5508,0.4,3279
2024-01-24,0.000633,-0.006709,-0.007341,-0.006709,29645520.0,29645520.0,28645520.0,28.64552,1,0.5509,0.45,3280
2024-01-25,-0.004875,-0.000137,0.004739,-0.000137,29500986.0,29500986.0,28500986.0,28.500986,0,0.5507,0.4,3281
2024-01-26,-0.010164,-0.011365,-0.001201,-0.011365,29201142.0,29201142.0,28201142.0,28.201142,0,0.5506,0.35,3282
2024-01-29,0.004385,0.013572,0.009187,0.013572,29329202.0,29329202.0,28329202.0,28.329202,1,0.5507,0.4,3283
2024-01-30,-0.001271,-0.005808,-0.004537,-0.005808,29291920.0,29291920.0,28291920.0,28.29192,0,0.5505,0.4,3284
2024-01-31,-0.000188,0.010438,0.010627,0.010438,29286404.0,29286404.0,28286404.0,28.286404,0,0.5504,0.35,3285
2024-02-01,0.004694,0.004681,-1.3e-05,0.004681,29423876.0,29423876.0,28423876.0,28.423876,1,0.5505,0.35,3286
2024-02-02,-0.002423,-0.007144,-0.00472,-0.007144,29352570.0,29352570.0,28352570.0,28.35257,0,0.5503,0.3,3287
2024-02-05,0.005159,0.004037,-0.001122,0.004037,29504007.0,29504007.0,28504007.0,28.504007,1,0.5505,0.35,3288
2024-02-06,0.007782,-0.006026,-0.013808,-0.006026,29733609.0,29733609.0,28733609.0,28.733609,1,0.5506,0.4,3289
2024-02-07,0.001804,0.002322,0.000518,0.002322,29787236.0,29787236.0,28787236.0,28.787236,1,0.5508,0.45,3290
2024-02-08,-0.00842,-0.004559,0.003862,-0.004559,29536418.0,29536418.0,28536418.0,28.536418,0,0.5506,0.4,3291
2024-02-09,0.00158,0.002747,0.001167,0.002747,29583087.0,29583087.0,28583087.0,28.583087,1,0.5507,0.45,3292
2024-02-13,-0.002359,0.002589,0.004948,0.002589,29513307.0,29513307.0,28513307.0,28.513307,0,0.5506,0.4,3293
2024-02-14,-0.005041,-0.008413,-0.003372,-0.008413,29364528.0,29364528.0,28364528.0,28.364528,0,0.5504,0.4,3294
2024-02-15,-0.007546,-0.008798,-0.001252,-0.008798,29142931.0,29142931.0,28142931.0,28.142931,0,0.5502,0.35,3295
2024-02-16,0.001689,0.00775,0.006062,0.00775,29192149.0,29192149.0,28192149.0,28.192149,1,0.5504,0.4,3296
2024-02-20,0.009268,-0.00084,-0.010108,-0.00084,29462689.0,29462689.0,28462689.0,28.462689,1,0.5505,0.45,3297
2024-02-21,0.0126,0.004292,-0.008309,0.004292,29833932.0,29833932.0,28833932.0,28.833932,1,0.5506,0.5,3298
2024-02-22,0.006958,0.006461,-0.000497,0.006461,30041527.0,30041527.0,29041527.0,29.041527,1,0.5508,0.55,3299
2024-02-26,0.008433,0.004398,-0.004035,0.004398,30294874.0,30294874.0,29294874.0,29.294874,1,0.5509,0.55,3300
2024-02-27,0.007634,-0.003548,-0.011182,-0.003548,30526149.0,30526149.0,29526149.0,29.526149,1,0.551,0.6,3301
2024-02-28,0.017109,0.006619,-0.01049,0.006619,31048434.0,31048434.0,30048434.0,30.048434,1,0.5512,0.65,3302
2024-02-29,-0.000104,0.002982,0.003087,0.002982,31045199.0,31045199.0,30045199.0,30.045199,0,0.551,0.6,3303
2024-03-01,0.018385,0.016634,-0.001751,0.016634,31615970.0,31615970.0,30615970.0,30.61597,1,0.5512,0.65,3304
2024-03-04,0.011827,-0.00612,-0.017947,-0.00612,31989899.0,31989899.0,30989899.0,30.989899,1,0.5513,0.7,3305
2024-03-05,-0.008978,0.004152,0.01313,0.004152,31702702.0,31702702.0,30702702.0,30.702702,0,0.5511,0.65,3306
2024-03-06,-0.005338,0.003959,0.009297,0.003959,31533466.0,31533466.0,30533466.0,30.533466,0,0.551,0.65,3307
2024-03-07,0.00687,-0.003484,-0.010353,-0.003484,31750088.0,31750088.0,30750088.0,30.750088,1,0.5511,0.65,3308
2024-03-08,-0.003137,0.001583,0.00472,0.001583,31650492.0,31650492.0,30650492.0,30.650492,0,0.5509,0.6,3309
2024-03-11,-0.01845,-0.024376,-0.005926,-0.024376,31066542.0,31066542.0,30066542.0,30.066542,0,0.5508,0.55,3310
2024-03-12,0.001024,0.002554,0.00153,0.002554,31098346.0,31098346.0,30098346.0,30.098346,1,0.5509,0.6,3311
2024-03-13,0.011452,-0.004701,-0.016154,-0.004701,31454496.0,31454496.0,30454496.0,30.454496,1,0.551,0.6,3312
2024-03-14,-0.007395,0.000861,0.008256,0.000861,31221891.0,31221891.0,30221891.0,30.221891,0,0.5509,0.6,3313
2024-03-15,-0.003284,0.007335,0.010619,0.007335,31119342.0,31119342.0,30119342.0,30.119342,0,0.5507,0.6,3314
2024-03-18,0.015817,0.010371,-0.005446,0.010371,31611552.0,31611552.0,30611552.0,30.611552,1,0.5508,0.65,3315
2024-03-19,-0.005339,0.002935,0.008274,0.002935,31442789.0,31442789.0,30442789.0,30.442789,0,0.5507,0.6,3316
2024-03-21,-0.011903,0.005819,0.017722,0.005819,31068523.0,31068523.0,30068523.0,30.068523,0,0.5505,0.55,3317
2024-03-22,-0.006852,-0.008522,-0.00167,-0.008522,30855645.0,30855645.0,29855645.0,29.855645,0,0.5503,0.5,3318
2024-03-25,0.009174,-0.00546,-0.014634,-0.00546,31138704.0,31138704.0,30138704.0,30.138704,1,0.5505,0.5,3319
2024-03-26,-0.005306,-0.000231,0.005076,-0.000231,30973470.0,30973470.0,29973470.0,29.97347,0,0.5503,0.45,3320
2024-03-27,0.005666,0.005497,-0.00017,0.005497,31148980.0,31148980.0,30148980.0,30.14898,1,0.5504,0.45,3321
2024-03-28,0.003221,-0.006406,-0.009627,-0.006406,31249305.0,31249305.0,30249305.0,30.249305,1,0.5506,0.45,3322
2024-04-01,0.000795,-0.008558,-0.009354,-0.008558,31274157.0,31274157.0,30274157.0,30.274157,1,0.5507,0.5,3323
2024-04-02,0.003921,-0.008946,-0.012867,-0.008946,31396790.0,31396790.0,30396790.0,30.39679,1,0.5508,0.5,3324
2024-04-03,0.009299,0.011803,0.002504,0.011803,31688761.0,31688761.0,30688761.0,30.688761,1,0.551,0.5,3325
2024-04-04,0.004066,0.001402,-0.002664,0.001402,31817611.0,31817611.0,30817611.0,30.817611,1,0.5511,0.55,3326
2024-04-05,-0.003772,-0.001816,0.001956,-0.001816,31697587.0,31697587.0,30697587.0,30.697587,0,0.5509,0.55,3327
2024-04-08,-0.004238,-0.001648,0.00259,-0.001648,31563257.0,31563257.0,30563257.0,30.563257,0,0.5508,0.5,3328
2024-04-09,0.008641,0.005987,-0.002654,0.005987,31836002.0,31836002.0,30836002.0,30.836002,1,0.5509,0.55,3329
2024-04-10,-0.004357,-0.003166,0.001191,-0.003166,31697296.0,31697296.0,30697296.0,30.697296,0,0.5508,0.55,3330
2024-04-11,-0.018938,0.012739,0.031678,0.012739,31097007.0,31097007.0,30097007.0,30.097007,0,0.5506,0.5,3331
2024-04-12,-0.003303,-0.001475,0.001828,-0.001475,30994304.0,30994304.0,29994304.0,29.994304,0,0.5504,0.45,3332
