date,signal_date,signal_strength,signal_pct,long_1,long_2,long_3,short_1,short_2,short_3,final_size,dd_scale,current_dd,capital,peak,actual_return,note
2026-03-27,2026-03-19,0.160875,42.28961982058949,banks,trading,energy,food,pharma,retail,0.513177118446795,1.0,0.0,1.0,1.0,,
