sig_coef,size_cap,size_min,short_amp,annual_r,sharpe,max_dd,calmar,win_rate,final,method,long_coef,short_coef,target_vol
2.0,1.5,0.1,1.0,0.25198081152378404,2.9661774391384297,-0.10102083394139783,2.4943449949141985,0.5403673643741991,806.5873306736282,A,,,
2.0,1.5,0.1,1.05,0.2624493516027593,2.982199442802161,-0.10565483476104158,2.4840259529659785,0.5412217001281504,871.4562531894195,A,,,
2.0,1.5,0.1,1.1,0.2729835701796519,2.994895523689962,-0.11026957116953215,2.475601993227649,0.5407945322511747,941.3920372354456,A,,,
2.0,1.5,0.1,1.15,0.28358370128375787,3.0048516672781367,-0.11486510211262828,2.4688412413171106,0.541648868005126,1016.7784677670761,A,,,
2.0,1.5,0.1,1.2,0.2942499782129573,3.012565363000803,-0.11944148644435629,2.4635491986282196,0.5412217001281504,1098.027466849511,A,,,
2.0,1.5,0.1,1.25,0.3049826335172341,3.0184561885890835,-0.12399878292675647,2.4595615079333566,0.5425032037590773,1185.5810858923253,A,,,
2.0,1.5,0.1,1.3,0.3157818989820931,3.0228761757187774,-0.12853705022962933,2.4567383366737756,0.5433575395130287,1279.913633739335,A,,,
2.0,1.5,0.1,1.4,0.33758118361304335,3.0284310032052772,-0.1375567315132689,2.454123327148696,0.5433575395130287,1490.9878296106815,A,,,
2.0,1.5,0.1,1.5,0.3596496704642558,3.031037605159951,-0.14650099779931605,2.454929835747063,0.5433575395130287,1735.7799775168778,A,,,
2.0,1.5,0.2,1.0,0.250781546568311,2.9363873890748,-0.1008168107859354,2.4874973192793814,0.5403673643741991,799.4383183926832,A,,,
2.0,1.5,0.2,1.05,0.26124005889515556,2.953753278188979,-0.10520088411474102,2.4832496522579124,0.5412217001281504,863.7322892497059,A,,,
2.0,1.5,0.2,1.1,0.2717641868068743,2.967731362772174,-0.10981796286560382,2.47467882043543,0.5407945322511747,933.0482126061182,A,,,
2.0,1.5,0.2,1.15,0.2823541641085898,2.978902594565744,-0.11441582640278364,2.4677894045409823,0.541648868005126,1007.7664718223904,A,,,
2.0,1.5,0.2,1.2,0.29301022387470743,2.987762376280473,-0.11899453361018165,2.4623839010503614,0.5412217001281504,1088.2953379816222,A,,,
2.0,1.5,0.2,1.25,0.30373259843245193,2.9947303265903633,-0.12355414327966541,2.458295532388191,0.5425032037590773,1175.0729444663684,A,,,
2.0,1.5,0.2,1.3,0.31452151934530503,3.0001600010983345,-0.12809471411081255,2.455382499805713,0.5433575395130287,1268.5693961866511,A,,,
2.0,1.5,0.2,1.4,0.33629992257146735,3.0075425603964647,-0.1371189735934595,2.452614060316366,0.5433575395130287,1477.7727815938492,A,,,
2.0,1.5,0.2,1.5,0.3583472701506898,3.011743781881227,-0.1460677797994602,2.4532944270301975,0.5433575395130287,1720.3952672637224,A,,,
2.0,1.5,0.3,1.0,0.25059771242663254,2.8892648564464096,-0.10207508675750626,2.4550330583794917,0.5403673643741991,798.3474660054089,A,,,
2.0,1.5,0.3,1.05,0.26105468760924744,2.909409641361308,-0.10594187366272749,2.4641313069498016,0.5412217001281504,862.5537062270812,A,,,
2.0,1.5,0.3,1.1,0.27157726873285903,2.9260361773255585,-0.11055512897765238,2.456487285974364,0.5407945322511747,931.7750463758497,A,,,
2.0,1.5,0.3,1.15,0.28216568956822496,2.939711890492524,-0.11514918499115097,2.450435837560717,0.541648868005126,1006.3913507701367,A,,,
2.0,1.5,0.3,1.2,0.2928201831554955,2.950925954566072,-0.11972410053836083,2.4457914641979115,0.5412217001281504,1086.8103333975544,A,,,
2.0,1.5,0.3,1.25,0.303540981787749,2.960097071021284,-0.12427993436246389,2.4423973455157144,0.5425032037590773,1173.4695297973515,A,,,
2.0,1.5,0.3,1.3,0.31432831699443176,2.9675816124399055,-0.12881674511442898,2.4401200070317826,0.5433575395130287,1266.8384034103346,A,,,
2.0,1.5,0.3,1.4,0.3361035193306581,2.9786519285164483,-0.1378335315432517,2.438474263609722,0.5433575395130287,1475.7563258779317,A,,,
2.0,1.5,0.3,1.5,0.35814762649173604,2.98602852790858,-0.14677492717882637,2.4401144894139803,0.5433575395130287,1718.0477474599202,A,,,
2.0,1.5,0.5,1.0,0.25455772614654126,2.730022028450181,-0.11031015764241181,2.307654449844331,0.5403673643741991,822.1420578575328,A,,,
2.0,1.5,0.5,1.05,0.26504752207293447,2.7599460524680532,-0.11367283600906285,2.3316698287689674,0.5412217001281504,888.2600529824326,A,,,
2.0,1.5,0.5,1.1,0.27560312568750045,2.786058256807096,-0.11702686391837097,2.355041538836247,0.5407945322511747,959.5423092973791,A,,,
2.0,1.5,0.5,1.15,0.28622477142709757,2.8088408670951246,-0.120372250175879,2.3778301976484375,0.541648868005126,1036.379975354592,A,,,
2.0,1.5,0.5,1.2,0.2969126929950898,2.8287283049337044,-0.1248745789414327,2.3776872403657476,0.5412217001281504,1119.1928755414433,A,,,
2.0,1.5,0.5,1.25,0.3076671233448236,2.8461082276300846,-0.12940375666404152,2.377574896404206,0.5425032037590773,1208.4315403687774,A,,,
2.0,1.5,0.5,1.3,0.3184882946630161,2.861323944033896,-0.13391402261816382,2.3783042913372765,0.5433575395130287,1304.5793752026298,A,,,
2.0,1.5,0.5,1.4,0.340331785018124,2.88643404208454,-0.14287805199230066,2.3819738600331952,0.5433575395130287,1519.7146051764594,A,,,
2.0,1.5,0.5,1.5,0.36244500558413106,2.906048798086322,-0.15176713168336,2.3881653528269857,0.5433575395130287,1769.2153332050148,A,,,
2.0,2.0,0.1,1.0,0.2686867172837146,2.969092889549209,-0.10109739332155479,2.6577017315285065,0.5403673643741991,912.2828272791401,A,,,
2.0,2.0,0.1,1.05,0.2798019339789215,2.983480512596188,-0.10450965672678483,2.677283063998534,0.5412217001281504,989.286873278669,A,,,
2.0,2.0,0.1,1.1,0.29098974220179086,2.9947665513831363,-0.10811905591820735,2.6913825664730755,0.5407945322511747,1072.5993256162733,A,,,
2.0,2.0,0.1,1.15,0.30225041440656986,3.0035154405838016,-0.11283779769691578,2.678627379970846,0.541648868005126,1162.721047380276,A,,,
2.0,2.0,0.1,1.2,0.31358422219000937,3.0102035234377813,-0.11753627907236125,2.667978131219818,0.5412217001281504,1260.191373893066,A,,,
2.0,2.0,0.1,1.25,0.3249914362717403,3.015230343080615,-0.12221456492233726,2.659187442006279,0.5425032037590773,1365.5909655097744,A,,,
2.0,2.0,0.1,1.3,0.33647232647449665,3.0189294036754313,-0.12687272001175365,2.6520462905132436,0.5433575395130287,1479.5448640917523,A,,,
2.0,2.0,0.1,1.4,0.35965620992994984,3.02340597828979,-0.13612889640271314,2.642026927669867,0.5433575395130287,1735.8575342396293,A,,,
2.0,2.0,0.1,1.5,0.3831380124403081,3.0253266051824657,-0.1453053240980015,2.6367788986307192,0.5433575395130287,2035.147705394068,A,,,
2.0,2.0,0.2,1.0,0.26747144984070936,2.94180422500983,-0.10128974868319976,2.640656663857169,0.5403673643741991,904.1970058337837,A,,,
2.0,2.0,0.2,1.05,0.2785760193361091,2.9574227720662982,-0.10470128190124825,2.660674389821276,0.5412217001281504,980.5185431332648,A,,,
2.0,2.0,0.2,1.1,0.2897531108241802,2.969878796754639,-0.10810399564712336,2.6803182351372272,0.5407945322511747,1063.0925735762237,A,,,
2.0,2.0,0.2,1.15,0.3010029964981855,2.9797332985349683,-0.11238749297032809,2.67826061906777,0.541648868005126,1152.4155209593546,A,,,
