round,dd_t1,dd_s1,dd_t2,dd_s2,train_calmar,test_calmar,test_annual_r,test_max_dd,no_dd_max_dd,dd_improvement
Round5★,-0.05,0.5,-0.12,0.0,11.871062280228255,-0.441970347500866,-0.08465704818384168,-0.12379347013148619,-0.2790602268662787,-0.1552667567347925
Round5★,-0.05,0.5,-0.12,0.1,11.871062280228255,-1.6592357878309272,-0.08144407228905293,-0.14890503451717924,-0.2790602268662787,-0.13015519234909945
Round5★,-0.05,0.5,-0.12,0.2,11.871062280228255,-1.5652786101571936,-0.1020158655723189,-0.16432877849352803,-0.2790602268662787,-0.11473144837275065
Round5★,-0.05,0.5,-0.12,0.3,11.871062280228255,-1.1841176924218533,-0.058455350738020107,-0.15989587939780023,-0.2790602268662787,-0.11916434746847845
Round5★,-0.05,0.5,-0.18,0.3,11.871062280228255,-0.48735021548466834,0.018616269625414628,-0.17087313194331705,-0.2790602268662787,-0.10818709492296164
Round5★,-0.05,0.5,-0.2,0.0,11.871062280228255,-0.48735021548466834,0.018616269625414628,-0.17087313194331705,-0.2790602268662787,-0.10818709492296164
Round5★,-0.05,0.5,-0.2,0.1,11.871062280228255,-0.48735021548466834,0.018616269625414628,-0.17087313194331705,-0.2790602268662787,-0.10818709492296164
Round5★,-0.05,0.5,-0.2,0.2,11.871062280228255,-0.48735021548466834,0.018616269625414628,-0.17087313194331705,-0.2790602268662787,-0.10818709492296164
Round5★,-0.05,0.5,-0.2,0.3,11.871062280228255,-0.48735021548466834,0.018616269625414628,-0.17087313194331705,-0.2790602268662787,-0.10818709492296164
Round5★,-0.05,0.5,-0.25,0.0,11.871062280228255,-0.48735021548466834,0.018616269625414628,-0.17087313194331705,-0.2790602268662787,-0.10818709492296164
Round5★,-0.05,0.5,-0.25,0.1,11.871062280228255,-0.48735021548466834,0.018616269625414628,-0.17087313194331705,-0.2790602268662787,-0.10818709492296164
Round5★,-0.05,0.5,-0.25,0.2,11.871062280228255,-0.48735021548466834,0.018616269625414628,-0.17087313194331705,-0.2790602268662787,-0.10818709492296164
Round5★,-0.05,0.5,-0.15,0.3,11.871062280228255,-0.8298008506834456,-0.0076378965309622515,-0.1703328853688506,-0.2790602268662787,-0.10872734149742808
Round5★,-0.05,0.5,-0.15,0.0,11.871062280228255,-1.5601669214402711,-0.07209366755604552,-0.16952251550715092,-0.2790602268662787,-0.10953771135912777
Round5★,-0.05,0.5,-0.15,0.1,11.871062280228255,-1.3728074388396714,-0.05435751644929798,-0.16979263879438414,-0.2790602268662787,-0.10926758807189454
Round5★,-0.05,0.5,-0.15,0.2,11.871062280228255,-1.1147697725171002,-0.03131989036853711,-0.17006276208161739,-0.2790602268662787,-0.1089974647846613
