date,signal_strength,strategy_return,us_return
2017-05-24,,-0.000935,-0.003791
2017-05-25,,0.0,0.003581
2017-05-26,,0.000429,0.008809
2017-05-30,,0.003019,0.002984
2017-05-31,,-0.004713,0.000771
2017-06-01,,0.011831,0.002643
2017-06-02,,0.001349,0.009445
2017-06-05,,0.00963,0.003591
2017-06-06,,-0.001575,-0.00271
2017-06-07,,-0.00234,-0.008588
2017-06-08,,-0.002123,0.001754
2017-06-09,,0.002312,-0.006458
2017-06-12,,0.001417,-0.004407
2017-06-13,,0.005895,-0.000553
2017-06-14,,-5.2e-05,0.0062
2017-06-15,,0.002106,-0.00055
2017-06-16,,-0.000986,-0.004184
2017-06-19,,-0.003889,-0.000277
2017-06-20,,-0.003138,0.007654
2017-06-21,,-0.002048,-0.012549
2017-06-22,,-0.001783,0.00156
2017-06-23,,0.0,-0.002338
2017-06-26,,-0.005257,-0.001227
2017-06-27,,0.004583,0.003575
2017-06-28,,0.007216,-0.007903
2017-06-29,,0.004655,0.010098
2017-06-30,,-9.8e-05,-0.009664
2017-07-03,,0.001992,0.005272
2017-07-05,,0.009525,-0.001004
2017-07-06,,-0.000437,-0.002456
2017-07-07,,-0.003589,-0.010188
2017-07-10,,-0.007099,0.008935
2017-07-11,,0.001392,0.00213
2017-07-12,,-0.005127,-0.002014
2017-07-13,,-0.006122,0.007622
2017-07-14,,0.002424,0.000111
2017-07-18,,0.001483,0.003226
2017-07-19,,0.000905,0.004535
2017-07-20,,0.010095,0.004845
2017-07-21,,-0.000625,-0.002082
2017-07-24,,-0.004038,0.000659
2017-07-25,,0.000915,-0.003402
2017-07-26,,0.000468,0.007047
2017-07-27,,0.003643,-0.000438
2017-07-28,,0.000901,0.007329
2017-07-31,,0.000302,-0.007601
2017-08-01,,0.0006,-0.000328
2017-08-02,,-0.004967,0.001751
2017-08-03,,0.001721,-0.002731
2017-08-04,,0.000894,-0.002739
2017-08-07,,0.005625,0.00011
2017-08-08,,-0.001414,0.002307
2017-08-09,,-0.002237,0.000548
2017-08-10,,-0.005414,-0.005806
2017-08-11,,0.0,-0.014985
2017-08-14,,-0.002252,0.005145
2017-08-15,,0.000267,0.007122
2017-08-16,,0.0,-0.009171
2017-08-17,,-0.000169,0.00513
2017-08-18,,-0.002736,-0.015977
2017-08-21,,-0.000503,-0.004961
2017-08-22,,0.000212,0.001813
2017-08-23,,-0.003104,0.010745
2017-08-24,,0.001341,-0.008505
2017-08-25,,0.000321,-0.002144
2017-08-28,,-0.002713,0.002488
2017-08-29,,-0.00053,0.000564
2017-08-30,,0.004849,-0.000902
2017-08-31,,0.001983,0.007224
2017-09-01,,0.000666,0.004706
2017-09-05,,-0.002768,0.004573
2017-09-06,,0.00017,-0.004107
2017-09-07,,0.001488,0.006243
2017-09-08,,-0.001817,-0.008642
2017-09-11,,0.003586,-0.003465
2017-09-12,,-0.001446,0.005271
2017-09-13,,0.004871,0.004462
2017-09-14,,0.003945,0.007219
2017-09-15,,0.003613,-0.005403
2017-09-18,,0.0,-0.002804
2017-09-19,,0.018079,-0.003459
2017-09-20,,0.007878,-0.000896
2017-09-21,,0.005244,0.003361
2017-09-22,,0.001586,-0.001675
2017-09-25,,-9.3e-05,0.001678
2017-09-26,,0.00027,-0.002122
2017-09-27,,0.0,0.000112
2017-09-28,,0.004881,0.005483
2017-09-29,,-0.003965,-0.001224
2017-10-02,,0.00325,0.003789
2017-10-03,,-0.000544,0.001887
2017-10-04,,-0.003957,0.004211
2017-10-05,,0.001759,0.005186
2017-10-06,,0.002653,0.005598
2017-10-09,,0.0,0.001201
2017-10-10,,-0.002544,-0.003162
2017-10-11,,0.003231,-0.000984
2017-10-12,,0.003515,0.000547
2017-10-13,,0.004538,-0.006675
2017-10-16,,0.007623,0.004847
2017-10-17,,-0.003466,0.001316
2017-10-18,,0.001333,0.000547
2017-10-19,,0.001819,-0.002736
2017-10-20,,0.002699,0.0
2017-10-23,,-0.001155,0.002414
2017-10-24,,0.005224,-0.006786
2017-10-25,,0.003134,0.002425
2017-10-26,,0.001406,-0.003848
2017-10-27,,0.010054,0.003532
2017-10-30,,0.0,0.016166
2017-10-31,,-0.001675,-0.004546
2017-11-01,,0.005777,0.000109
2017-11-02,,0.00207,0.000326
2017-11-03,,0.0,-0.007498
2017-11-06,,-0.001708,0.004051
2017-11-07,,0.007892,0.007307
2017-11-08,,0.004386,-0.005954
2017-11-09,,-0.005783,0.001089
2017-11-10,,-0.003664,0.001523
2017-11-13,,-0.004386,0.003367
2017-11-14,,-0.004,0.003356
2017-11-15,,-0.003502,0.000863
2017-11-16,,0.003394,-0.004312
2017-11-17,,-0.004579,0.008337
2017-11-20,,0.016826,0.004402
2017-11-21,,0.0,0.001924
2017-11-22,,-0.003715,0.006189
2017-11-24,,0.0,0.000954
2017-11-27,,-0.001399,0.002543
2017-11-28,,0.00419,0.00074
2017-11-29,,-4.5e-05,0.011088
2017-11-30,,0.00447,0.004282
2017-12-01,,0.000622,0.005096
2017-12-04,,-0.004928,-0.000414
2017-12-05,,-0.009924,0.011593
2017-12-06,,-0.002747,-0.00573
2017-12-07,,-0.000163,-0.006484
2017-12-08,,0.003106,0.00259
2017-12-11,,0.001558,0.004752
2017-12-12,,-0.00839,0.002159
2017-12-13,,-0.005076,0.00041
2017-12-14,,0.00122,0.000821
2017-12-15,,-0.006446,0.003075
2017-12-18,,0.001076,0.004326
2017-12-19,,0.001823,0.008982
2017-12-20,,0.0,-0.001315
2017-12-21,,0.000806,-0.001925
2017-12-22,,0.003359,0.006496
2017-12-26,,0.002907,-0.001916
2017-12-27,,0.008183,0.002223
2017-12-28,,0.001437,-0.002016
2017-12-29,,-0.002352,0.002727
2018-01-02,,0.0,-0.005843
2018-01-03,,0.0,0.015199
2018-01-04,,-0.003937,0.004591
2018-01-05,,0.01076,0.003279
2018-01-08,,0.0,0.007922
2018-01-09,,0.002384,0.001179
2018-01-10,,-0.00274,0.001963
2018-01-11,,-0.000359,-0.000686
2018-01-12,,-0.005408,0.01627
2018-01-16,,-0.004675,0.012923
2018-01-17,,-0.000309,-0.007141
2018-01-18,,-0.002521,0.004795
2018-01-19,,0.001569,-0.000859
2018-01-22,,-0.000814,0.008692
2018-01-23,,-0.004236,0.01108
2018-01-24,,-0.002855,0.008429
2018-01-25,,-0.004906,0.004272
2018-01-26,,-0.000922,-0.001757
2018-01-29,,-0.000934,0.00982
2018-01-30,,-0.001941,-0.002752
2018-01-31,,-0.004032,-0.004968
2018-02-01,,-0.00126,-0.003236
2018-02-02,,-0.001874,-0.01113
2018-02-05,,-0.020387,-0.009568
2018-02-06,,-0.013785,-0.033715
2018-02-07,,-0.000391,0.025581
2018-02-08,,-0.003191,-0.003058
2018-02-09,,0.001457,-0.039877
2018-02-12,,0.0,0.006689
2018-02-13,,0.000906,0.013587
2018-02-14,,0.001839,0.005186
2018-02-15,,-0.002841,0.015964
2018-02-16,,0.002221,0.008911
2018-02-20,,0.007327,-0.004843
2018-02-21,,-0.001955,-0.003054
2018-02-22,,0.0,-0.001436
2018-02-23,,0.001146,0.001246
2018-02-26,,-0.00207,0.013978
2018-02-27,,0.003362,0.008403
2018-02-28,,-0.003838,-0.021161
2018-03-01,,-0.011899,-0.004496
2018-03-02,,-0.003202,-0.010762
2018-03-05,,0.002196,0.000972
2018-03-06,,-0.000624,0.011936
2018-03-07,,0.0,0.006905
2018-03-08,,0.000335,-0.006762
2018-03-09,,-0.001984,0.003164
2018-03-12,,-0.001804,0.015484
2018-03-13,,0.00413,0.003294
2018-03-14,,0.001466,-0.007036
2018-03-15,,-0.001443,-0.001228
2018-03-16,,-0.00048,-0.001041
2018-03-19,,-0.005463,-0.001045
2018-03-20,,-0.002612,-0.012455
2018-03-21,,0.0,0.005969
2018-03-22,,0.0,-0.000765
2018-03-23,,-0.003075,-0.021262
2018-03-26,,0.005495,-0.019669
2018-03-27,,0.015392,0.029547
2018-03-28,,0.008228,-0.019585
2018-03-29,,0.000157,-0.012164
2018-04-02,,-0.004788,0.014015
2018-04-03,,-0.006553,-0.028236
2018-04-04,,-0.005093,0.012699
2018-04-05,,0.012401,0.018359
2018-04-06,,0.0,0.013398
2018-04-09,,0.005845,-0.021289
2018-04-10,,-0.00162,-0.002384
2018-04-11,,-0.002453,0.012147
2018-04-12,,-0.002719,-0.00305
2018-04-13,,0.00054,0.004341
2018-04-16,,0.0,-0.0056
2018-04-17,,0.000905,0.007509
2018-04-18,,0.002699,0.018631
2018-04-19,,0.001263,0.004717
2018-04-20,,-0.000962,-0.003162
2018-04-23,,-0.001782,-0.010188
2018-04-24,,0.003544,0.002136
2018-04-25,,0.006098,-0.015794
2018-04-26,,0.0,0.004135
2018-04-27,,-0.003384,0.016178
2018-04-30,,0.0,0.004535
2018-05-01,,0.007874,-0.003938
2018-05-02,,-0.003263,0.00135
2018-05-03,,0.0,-0.006838
2018-05-04,,0.0,-0.00446
2018-05-07,,0.0,0.013149
2018-05-08,,0.0,0.003365
2018-05-09,,0.0,-0.004216
2018-05-10,,0.0,0.003464
2018-05-11,,0.0,0.003643
2018-05-14,,0.00301,0.002102
2018-05-15,,0.0,0.001907
2018-05-16,,0.0,-0.005805
2018-05-17,,0.002474,0.008327
2018-05-18,,0.009356,-0.003322
2018-05-21,,-9.3e-05,-0.001238
2018-05-22,,8.5e-05,0.005531
2018-05-23,,0.000625,-0.004457
2018-05-24,,0.0,0.007239
2018-05-25,,0.0,0.002175
2018-05-29,,0.0,0.00151
2018-05-30,,-0.000696,-0.007726
2018-05-31,,0.0,0.009116
2018-06-01,,0.004087,-0.004799
2018-06-04,,0.002966,0.007375
2018-06-05,,0.0,0.01117
2018-06-06,,-0.000926,0.005848
2018-06-07,,-0.000887,0.009321
2018-06-08,,0.0,0.002926
2018-06-11,,0.0,0.002097
2018-06-12,,0.009247,0.004003
2018-06-13,,0.001028,0.004802
2018-06-14,,0.0,0.001533
2018-06-15,,0.001755,0.010445
2018-06-18,,0.0,0.001644
2018-06-19,,-0.00457,-0.001695
2018-06-20,,0.004591,-0.001251
2018-06-21,,-0.001173,0.004741
2018-06-22,,0.0,-0.007123
2018-06-25,,-0.010446,-0.001704
2018-06-26,,0.0,-0.021739
2018-06-27,,0.013216,0.007163
2018-06-28,,0.003575,-0.012947
2018-06-29,,0.0,0.007851
2018-07-02,,-0.007927,0.001741
2018-07-03,,-0.001948,0.001372
2018-07-05,,-0.011984,-0.005025
2018-07-06,,0.0,0.004959
2018-07-09,,0.004516,0.007858
2018-07-10,,0.016313,0.011968
2018-07-11,,-0.004384,0.00215
2018-07-12,,0.003392,-0.002324
2018-07-13,,0.000953,0.006631
2018-07-16,,0.0,0.002226
2018-07-17,,-0.001357,0.002487
2018-07-18,,-0.002691,0.000975
2018-07-19,,0.008,-0.00062
2018-07-20,,-0.005388,-0.002303
2018-07-23,,0.000236,-0.004439
2018-07-24,,-0.001075,-0.00107
2018-07-25,,0.000308,-0.002946
2018-07-26,,0.003342,0.007341
2018-07-27,,0.00244,-0.005243
2018-07-30,,0.001686,-0.002591
2018-07-31,,-0.002697,-0.007972
2018-08-01,,-0.003865,0.004695
2018-08-02,,-0.008308,-0.004943
2018-08-03,,-0.007011,0.006864
2018-08-06,,-0.005457,0.003408
2018-08-07,,-0.000425,0.006705
2018-08-08,,-0.005081,0.004618
2018-08-09,,-0.004595,0.001061
2018-08-10,,0.0,0.003708
2018-08-13,,-0.005269,-0.008358
2018-08-14,,0.001693,-0.005057
2018-08-15,,-0.002263,0.009719
2018-08-16,,0.0,-0.012187
2018-08-17,,0.0,0.004917
2018-08-20,,-0.002468,0.00089
2018-08-21,,-0.001021,0.007111
2018-08-22,,0.002406,0.007943
2018-08-23,,0.0,0.001051
2018-08-24,,0.001877,-0.000962
2018-08-27,,0.002554,0.005866
2018-08-28,,-0.001382,0.006441
2018-08-29,,0.0,0.001989
2018-08-30,,-0.002187,0.011221
2018-08-31,,0.005757,-0.005719
2018-09-04,,-0.002312,0.003948
2018-09-05,,0.0,0.001882
2018-09-06,,-0.001362,-0.010754
2018-09-07,,-0.000722,-0.002761
2018-09-10,,0.0,-8.6e-05
2018-09-11,,0.001703,0.003721
2018-09-12,,0.001492,0.008016
2018-09-13,,0.006649,0.001881
2018-09-14,,-0.000551,0.001707
2018-09-17,,0.0,-0.003749
2018-09-18,,0.010597,-0.012402
2018-09-19,,0.012578,0.012731
2018-09-20,,0.00359,0.000427
2018-09-21,,-0.00399,0.006838
2018-09-24,,0.0,-0.004419
2018-09-25,,0.008665,-0.0065
2018-09-26,,0.009305,0.004218
2018-09-27,,-0.00165,0.002315
2018-09-28,,0.00165,0.003421
2018-10-01,,0.0,-0.000852
2018-10-02,,0.005495,-0.003071
2018-10-03,,0.000412,-0.01352
2018-10-04,,-0.000298,-0.003383
2018-10-05,,0.002511,-0.015667
2018-10-08,,0.0,-0.007516
2018-10-09,,-0.015568,0.002584
2018-10-10,,0.001634,-0.002933
2018-10-11,,-0.009884,-0.03369
2018-10-12,,0.00194,-0.017617
2018-10-15,,0.0,0.018496
2018-10-16,,0.006073,-0.002305
2018-10-17,,0.002617,0.02005
2018-10-18,,0.001663,-0.008242
2018-10-19,,0.002203,-0.01918
2018-10-22,,0.002481,-0.009777
2018-10-23,,-0.007083,0.004044
2018-10-24,,0.005396,0.000187
2018-10-25,,-0.005927,-0.029872
2018-10-26,,-0.002743,0.030212
2018-10-29,,-0.002002,-0.031107
2018-10-30,,0.0,-0.0088
2018-10-31,,0.009825,0.015024
2018-11-01,,-0.006864,0.01288
2018-11-02,,0.003892,0.020402
2018-11-05,,-0.002126,0.004092
2018-11-06,,0.000838,0.001389
2018-11-07,,-0.007227,0.00444
2018-11-08,,0.002088,0.027072
2018-11-09,,0.0,0.000269
2018-11-12,,0.0,-0.013892
2018-11-13,,0.00042,-0.020087
2018-11-14,,0.006289,-0.000464
2018-11-15,,-0.001948,-0.007517
2018-11-16,,0.000321,-0.001496
2018-11-19,,-0.007065,-0.003933
2018-11-20,,-0.006275,-0.024443
2018-11-21,,0.0,-0.022646
2018-11-23,,-0.0,0.010452
2018-11-26,,0.00081,-0.004489
2018-11-27,,0.00377,0.022446
2018-11-28,,0.0,0.002972
2018-11-29,,0.000449,0.029536
2018-11-30,,0.008002,-0.004642
2018-12-03,,-0.00404,0.007275
2018-12-04,,-0.020999,0.018706
2018-12-06,,0.002442,-0.035997
2018-12-07,,0.0,0.004809
2018-12-10,,-0.00077,-0.029936
2018-12-11,,-0.000267,0.000774
2018-12-12,,-0.000892,0.000387
2018-12-13,,-0.000345,0.010533
2018-12-14,,-0.0004,-0.004973
2018-12-17,,-0.002026,-0.016625
2018-12-18,,-0.012205,-0.025408
2018-12-19,,-0.007915,0.007822
2018-12-20,,-0.003279,-0.019799
2018-12-21,,-0.008271,-0.022432
2018-12-24,,0.0,-0.022662
2018-12-26,,-0.002446,-0.018985
2018-12-27,,-0.00059,0.059252
2018-12-28,,-0.000592,0.005337
2018-12-31,,0.0,0.000102
2019-01-04,,0.0,0.010719
2019-01-07,,0.015737,0.033094
2019-01-08,,-0.006954,0.022612
2019-01-09,,-0.009377,0.011056
2019-01-10,,0.007733,0.005084
2019-01-11,,0.0,-0.002863
2019-01-15,,-0.000804,0.000957
2019-01-16,,0.0,0.009044
2019-01-17,,-0.002559,-0.002288
2019-01-18,,0.0,0.006785
2019-01-22,,0.0,0.013859
2019-01-23,,0.000126,-0.01498
2019-01-24,,-0.000678,0.001996
2019-01-25,,0.002834,0.004174
2019-01-28,,0.0,0.011052
2019-01-29,,-0.001715,-0.005793
2019-01-30,,-0.001769,-0.006484
2019-01-31,,-0.005124,0.019675
2019-02-01,,-0.005376,0.009091
2019-02-04,,-0.001,-0.014617
2019-02-05,,0.003759,0.006531
2019-02-06,,-0.003868,0.009361
2019-02-07,,-0.000834,-0.004132
2019-02-08,,-0.002958,-0.008206
2019-02-12,,0.0,-0.003998
2019-02-13,,-0.000549,0.015375
2019-02-14,,-0.001085,0.006791
2019-02-15,,-0.0,-0.003646
2019-02-19,,-0.002342,0.006861
2019-02-20,,0.0,0.004089
2019-02-21,,-0.001233,0.001991
2019-02-22,,-0.003997,-0.001987
2019-02-25,,0.001943,0.005429
2019-02-26,,-0.000992,-0.00333
2019-02-27,,0.004144,0.001355
2019-02-28,,0.000136,-0.000722
2019-03-01,,-0.00161,-0.005415
2019-03-04,,0.000523,0.008076
2019-03-05,,0.000311,-0.00315
2019-03-06,,0.00041,0.002528
2019-03-07,,-0.008308,-0.004683
2019-03-08,,-0.006552,-0.012126
2019-03-11,,0.000669,-0.006962
2019-03-12,,0.0,0.013744
2019-03-13,,0.001209,0.00282
2019-03-14,,-0.000831,0.003539
2019-03-15,,0.0,-0.002984
2019-03-18,,-0.003567,0.006415
2019-03-19,,0.0,0.009675
2019-03-20,,0.000144,0.005015
2019-03-22,,0.0004,0.001426
2019-03-25,,0.001984,-0.019837
2019-03-26,,-0.005536,0.00591
2019-03-27,,-0.001394,0.004273
2019-03-28,,-0.001451,-0.002039
2019-03-29,,-0.006806,0.00604
2019-04-01,,-0.001613,0.005209
2019-04-02,,-0.003587,0.010979
2019-04-03,,0.00911,-0.000174
2019-04-04,,0.001457,0.007039
2019-04-05,,0.001178,0.008111
2019-04-08,,-0.000927,0.005906
2019-04-09,,-0.005582,0.003574
2019-04-10,,-0.000741,-0.008987
2019-04-11,,-0.005333,0.004791
2019-04-12,,-0.006393,0.001277
2019-04-15,,0.01228,0.006208
2019-04-16,,-0.00463,0.002028
2019-04-17,,0.001573,0.004386
2019-04-18,,-0.001296,0.001931
2019-04-22,,0.002867,-0.000335
2019-04-23,,0.001738,-0.003773
2019-04-24,,-0.004178,0.011951
2019-04-25,,0.000451,0.000915
2019-04-26,,0.000452,-0.005235
2019-05-07,,0.007552,0.007935
2019-05-08,,-0.017117,-0.015163
2019-05-09,,-0.003927,0.00034
2019-05-10,,-0.002518,-0.004081
2019-05-13,,-0.002555,0.001451
2019-05-14,,-0.011813,-0.029755
2019-05-15,,-0.001536,0.010105
2019-05-16,,0.000609,0.006786
2019-05-17,,0.000195,0.009245
2019-05-20,,-0.001994,-0.00762
2019-05-21,,0.000106,-0.007075
2019-05-22,,0.000286,0.006951
2019-05-23,,0.00319,-0.010268
2019-05-24,,0.000467,-0.01238
2019-05-28,,-0.004382,0.001324
2019-05-29,,0.003934,-0.006612
2019-05-30,,-0.0,-0.008875
2019-05-31,,0.002577,0.006536
2019-06-03,,-0.013985,-0.013077
2019-06-04,,0.001567,-0.008383
2019-06-05,,0.00895,0.027088
2019-06-06,,0.000471,0.004956
2019-06-07,,-0.001432,0.005108
2019-06-10,,0.004276,0.014457
2019-06-11,,0.0,0.008464
2019-06-12,,-0.001631,0.003854
2019-06-13,,-0.002813,-0.000256
2019-06-14,,0.002377,0.00896
2019-06-17,,-0.004267,0.002199
2019-06-18,,-0.004587,0.000422
2019-06-19,,0.005697,0.007592
2019-06-20,,0.002426,0.001842
2019-06-21,,0.006187,0.006936
2019-06-24,,-0.000838,-0.004631
2019-06-25,,-0.001935,-0.005355
2019-06-26,,-0.002611,-0.009589
2019-06-27,,0.010419,0.003228
2019-06-28,,0.001969,0.006265
2019-07-01,,0.01166,0.00286
2019-07-02,,-0.000285,0.008809
2019-07-03,,0.002144,0.002162
2019-07-05,,-0.004954,0.008713
2019-07-08,,-0.011924,0.001152
2019-07-09,,-0.000263,0.001233
2019-07-10,,-0.002902,0.001067
2019-07-11,,0.002262,0.003607
2019-07-12,,0.000968,0.002042
2019-07-16,,-0.010157,0.011494
2019-07-17,,-0.000788,-0.001286
2019-07-18,,-0.013509,-0.009572
2019-07-19,,0.012613,-0.001299
2019-07-22,,-0.000402,-0.006587
2019-07-23,,0.004596,0.000573
2019-07-24,,0.0033,0.00679
2019-07-25,,-0.001145,0.005038
2019-07-26,,-0.000252,-0.005579
2019-07-29,,0.002465,0.004553
2019-07-30,,0.004241,-0.004856
2019-07-31,,0.000911,-0.006751
2019-08-01,,0.008703,-0.011464
2019-08-02,,-0.009254,-0.013585
2019-08-05,,-0.012084,-0.00823
2019-08-06,,0.012831,-0.026842
2019-08-07,,0.000487,0.015227
2019-08-08,,-0.004888,0.004028
2019-08-09,,0.000983,0.019292
2019-08-13,,-0.002235,-0.00938
2019-08-14,,-0.004418,0.016471
2019-08-15,,0.001876,-0.031311
2019-08-16,,0.002816,-0.001656
2019-08-19,,0.002552,0.011345
2019-08-20,,0.000518,0.012598
2019-08-21,,-0.003989,0.000256
2019-08-22,,0.000339,0.019254
2019-08-23,,-0.001101,0.000251
2019-08-26,,0.00037,-0.026573
2019-08-27,,0.00273,0.009872
2019-08-28,,0.003506,-0.00493
2019-08-29,,-0.00092,0.012472
2019-08-30,,0.00816,0.015019
2019-09-03,,0.00031,-0.005985
2019-09-04,,0.003772,-0.004098
2019-09-05,,0.010491,0.009909
2019-09-06,,0.000152,0.019124
2019-09-09,,0.002733,0.002448
2019-09-10,,0.01203,0.003825
2019-09-11,,0.014213,-0.003973
2019-09-12,,0.007484,0.001872
2019-09-13,,0.004315,0.004794
2019-09-17,,0.013685,-0.002021
2019-09-18,,0.000771,0.006073
2019-09-19,,0.009754,-0.000489
2019-09-20,,-0.001367,-0.002693
2019-09-24,,0.003953,-0.011463
2019-09-25,,0.002693,-0.010678
2019-09-26,,0.000904,0.00912
2019-09-27,,-0.008689,-0.004312
2019-09-30,,-0.007482,-0.003497
2019-10-01,,0.004167,0.008607
2019-10-02,,0.010172,-0.008368
2019-10-03,,0.002334,-0.017963
2019-10-04,,0.0,0.004849
2019-10-07,,-0.003762,0.009398
2019-10-08,,0.005356,-0.004362
2019-10-09,,-0.001495,-0.010531
2019-10-10,,0.0,0.008514
2019-10-11,,0.005022,0.00667
2019-10-15,,-0.000408,0.011321
2019-10-16,,-0.003771,0.008794
2019-10-17,,-0.005589,0.004112
2019-10-18,,-0.000938,0.002621
2019-10-21,,0.007159,-0.001961
2019-10-23,,0.002754,0.00352
2019-10-24,,0.0,-0.004597
2019-10-25,,0.004499,-0.000495
2019-10-28,,0.001394,-0.001155
2019-10-29,,-0.000612,0.003139
2019-10-30,,-0.005075,-0.005682
2019-10-31,,0.001196,0.006211
2019-11-01,,-0.000377,-0.00535
2019-11-05,,0.001564,0.00662
2019-11-06,,-0.000207,0.001479
2019-11-07,,0.000431,0.001067
2019-11-08,,-0.000549,-0.005983
2019-11-11,,-0.001152,0.000412
2019-11-12,,-0.001016,-0.002061
2019-11-13,,-0.002475,-0.00066
2019-11-14,,-0.005268,-0.00314
2019-11-15,,-0.001974,0.004311
2019-11-18,,-0.002019,0.001816
2019-11-19,,0.002527,0.00346
2019-11-20,,0.001867,-0.011003
2019-11-21,,-0.001136,-0.002324
2019-11-22,,0.000642,-0.005659
2019-11-25,,0.008242,0.006862
2019-11-26,,0.003508,0.008811
2019-11-27,,0.003784,0.006838
2019-11-29,,-0.002795,0.008592
2019-12-02,,0.001967,-0.006491
2019-12-03,,-0.007209,-0.008248
2019-12-04,,0.002334,-0.010046
2019-12-05,,0.002878,0.005573
2019-12-06,,-0.002628,-0.000993
2019-12-09,,-0.004227,0.008032
2019-12-10,,-0.002574,0.001232
2019-12-11,,-0.000436,-0.001723
2019-12-12,,-0.002246,0.002548
2019-12-13,,-0.000846,0.008771
2019-12-16,,0.008436,0.000894
2019-12-17,,0.003273,0.004384
2019-12-18,,-0.002722,0.004446
2019-12-19,,0.000622,0.000966
2019-12-20,,0.0,0.003136
2019-12-23,,0.001246,0.001528
2019-12-24,,0.000488,-0.002328
2019-12-26,,0.003216,0.002253
2019-12-27,,0.000775,0.012205
2019-12-30,,-0.002026,-7.9e-05
2020-01-06,,0.008033,-0.006426
2020-01-07,,-0.000956,0.002781
2020-01-08,,0.00771,-0.001585
2020-01-09,,0.006541,0.003016
2020-01-10,,-0.000696,0.005302
2020-01-14,,0.000267,-0.005432
2020-01-15,,-0.001686,-0.000315
2020-01-16,,0.002059,-0.002289
2020-01-17,,-0.003315,0.008939
2020-01-21,,-0.001037,0.003528
2020-01-22,,0.00088,-0.003047
2020-01-23,,-0.002907,-0.00047
2020-01-24,,0.000798,0.00149
2020-01-27,,-0.008025,-0.013936
2020-01-28,,-0.001473,-0.014927
2020-01-29,,0.003254,0.009753
2020-01-30,,-0.003613,-0.000558
2020-01-31,,0.001886,-0.001677
2020-02-03,,0.000645,0.00256
2020-02-04,,0.001736,0.007102
2020-02-05,,0.017848,0.018224
2020-02-06,,0.006719,0.005058
2020-02-07,,0.001805,-0.002245
2020-02-10,,-0.003231,-0.004346
2020-02-12,,-0.002456,0.011301
2020-02-13,,-0.00098,0.010246
2020-02-14,,-0.004823,-0.00174
2020-02-18,,0.004053,-0.001517
2020-02-19,,0.004461,-7.6e-05
2020-02-20,,-0.002586,0.004481
2020-02-21,,0.001553,0.000378
2020-02-25,,0.006322,-0.015266
2020-02-26,,-0.012236,-0.026705
2020-02-27,,-0.017384,-0.007921
2020-02-28,,-0.019274,-0.040415
2020-03-02,,0.014674,-0.006433
2020-03-03,,-0.015387,0.034361
2020-03-04,,-0.008916,-0.024205
2020-03-05,,-0.00117,0.034557
2020-03-06,,-0.001989,-0.037288
2020-03-09,,-0.026409,-0.015372
2020-03-10,,0.014481,-0.062974
2020-03-11,,-0.015811,0.055292
2020-03-12,,-0.038398,-0.054688
2020-03-13,,-0.031469,-0.101055
2020-03-16,,-0.011298,0.061864
2020-03-17,,0.043679,-0.126686
2020-03-18,,-0.015376,0.038505
2020-03-19,,0.008613,-0.057448
2020-03-23,,0.019309,0.034877
2020-03-24,,-0.013877,0.001648
2020-03-25,,0.0402,0.093796
2020-03-26,,-0.003274,0.017547
2020-03-27,,0.023182,0.041367
2020-03-30,,0.033154,-0.033514
2020-03-31,,-0.020735,0.020907
2020-04-01,,-0.027868,-0.02018
2020-04-02,,-0.004149,-0.044658
2020-04-03,,-0.02358,0.003736
2020-04-06,,0.028612,-0.017438
2020-04-07,,-0.003589,0.083216
2020-04-08,,0.001423,0.014885
2020-04-09,,-0.01157,0.031499
2020-04-13,,-0.00821,0.018036
2020-04-14,,-0.003925,-0.000281
2020-04-15,,0.001605,0.0391
2020-04-16,,-0.004119,-0.021927
2020-04-17,,-0.003887,0.011994
2020-04-20,,-0.00031,0.029538
2020-04-21,,-0.002946,-0.017444
2020-04-22,,-0.003312,-0.025955
2020-04-23,,0.003232,0.021558
2020-04-24,,-0.004614,-0.000272
2020-04-27,,-0.007662,0.016941
2020-04-28,,0.003163,0.018708
2020-04-30,,0.008934,0.003935
2020-05-01,,-0.01237,-0.006222
2020-05-07,,-0.005479,-0.037393
2020-05-08,,0.006009,0.015719
2020-05-11,,-0.002698,0.019475
2020-05-12,,-0.0009,-0.002217
2020-05-13,,-0.001865,-0.02188
2020-05-14,,-0.003194,-0.017215
2020-05-15,,0.002313,0.014937
2020-05-18,,0.007811,0.011651
2020-05-19,,0.000687,0.037842
2020-05-20,,0.009372,-0.003588
2020-05-21,,-0.001683,0.013063
2020-05-22,,-0.002111,0.003554
2020-05-26,,-0.000795,-0.001483
2020-05-27,,0.015707,0.015837
2020-05-28,,0.003314,0.017134
2020-05-29,,0.010099,-0.012135
2020-06-01,,0.003279,0.003637
2020-06-02,,0.007902,0.009501
2020-06-03,,-0.003698,0.008535
2020-06-04,,-0.010959,0.018902
2020-06-05,,0.004901,-0.005046
2020-06-08,,0.010186,0.023951
2020-06-09,,-0.008993,0.015238
2020-06-10,,-0.002217,-0.007805
2020-06-11,,0.000727,-0.009379
2020-06-12,,0.006999,-0.052379
2020-06-15,,-0.014083,0.009911
2020-06-16,,0.022019,0.009494
2020-06-17,,-0.004349,0.021023
2020-06-18,,-0.001831,-0.002632
2020-06-19,,0.002059,-0.003648
