,PCA_PLAIN
2021-06-03,0.003643906078696981
2021-06-04,0.00275097939476314
2021-06-07,0.002032412581534699
2021-06-08,-0.00202991013309834
2021-06-09,-0.012664176760595659
2021-06-10,-0.0033913007724790402
2021-06-11,-0.0022764221769516
2021-06-14,0.000317821029421881
2021-06-15,-0.0031233927260569407
2021-06-16,-0.0017200085751546599
2021-06-17,4.745443111408036e-05
2021-06-18,0.00511611809082312
2021-06-21,-0.0026016477584481
2021-06-22,0.0008065309409589425
2021-06-23,-0.0068395023994901796
2021-06-24,-0.00640159576616942
2021-06-25,-0.0031954184912927207
2021-06-28,0.0012608427774808998
2021-06-29,-0.00492274050853892
2021-06-30,0.0072212683734274
2021-07-01,-0.002265772570287799
2021-07-02,-0.0054177779658211
2021-07-06,0.0061786168929755005
2021-07-07,-0.00505051462804558
2021-07-08,0.003875965456889381
2021-07-09,0.0026184900298499006
2021-07-12,-0.0015251915054379996
2021-07-13,-0.0010855342635214607
2021-07-14,0.0008930269215629786
2021-07-15,0.002193756742303021
2021-07-16,0.005953776391247741
2021-07-19,-0.0061866024816146
2021-07-20,-0.0026205900500199603
2021-07-21,-0.002639204819440921
2021-07-26,-0.0024263591703105403
2021-07-27,-0.0014334303026361
2021-07-28,0.0018910403847830395
2021-07-29,-0.002534249825838279
2021-07-30,-0.006231728597008978
2021-08-02,0.00592993191703952
2021-08-03,-0.0006716890438820196
2021-08-04,0.007024809597555001
2021-08-05,0.00016987974840404008
2021-08-06,-0.00093411116884846
2021-08-10,0.00807442709600248
2021-08-11,-0.01026109875488746
2021-08-12,-0.0066627709511019205
2021-08-13,-0.00518543221929696
2021-08-16,-0.006060012219212561
2021-08-17,-0.0101750959619386
2021-08-18,-0.00041242291576726016
2021-08-19,0.014984984091960621
2021-08-20,-0.0018040950689625808
2021-08-23,0.01023238908902458
2021-08-24,-0.0013105449305675196
2021-08-25,-0.00010433751384672019
2021-08-26,0.00048383709882601983
2021-08-27,0.0017189864606216403
2021-08-30,-0.0048558354902144
2021-08-31,-0.00381128256830518
2021-09-01,0.0014324500778727586
2021-09-02,-0.00343616776821154
2021-09-03,-0.0035769594497465796
2021-09-07,-0.00498430752208232
2021-09-08,0.00090757599171702
2021-09-09,-0.0015808160344282802
2021-09-10,0.006122045943824882
2021-09-13,-0.002101581869164461
2021-09-14,-0.004197651409352741
2021-09-15,-0.0037611050057605603
2021-09-16,0.00786907558844644
2021-09-17,-0.0020016235108155003
2021-09-21,-0.0045200570905371594
2021-09-22,0.00555238365159926
2021-09-24,-0.007470755238964799
2021-09-27,-0.0015013059444520605
2021-09-28,-0.006760549078539679
2021-09-29,0.00724858243761568
2021-09-30,0.005569705320726058
2021-10-01,0.0006414843864943603
2021-10-04,-0.0006785122047216
2021-10-05,0.00043528378393818044
2021-10-06,-0.0045045604684527995
2021-10-07,-0.0064725985470361
2021-10-08,0.0012431147141903599
2021-10-11,0.01384637093345192
2021-10-12,-0.0024103244461339208
2021-10-13,-0.0027791215564191406
2021-10-14,-0.003328714359095421
2021-10-15,0.000574601771680101
2021-10-18,-0.01131816800864464
2021-10-19,0.00081816302978048
2021-10-20,-0.007583122859252282
2021-10-21,0.0030227440884116608
2021-10-22,-0.0019478561314864799
2021-10-25,-0.00530619357926096
2021-10-26,-0.0008197943274539802
2021-10-27,0.00515331416646908
2021-10-28,-0.0032932162940656207
2021-10-29,-0.00054379643270366
2021-11-01,0.0010373682651770412
2021-11-02,-0.0010185244486193012
2021-11-04,-0.00139899783828878
2021-11-05,-0.007467257270460679
2021-11-08,0.00144706323772414
2021-11-09,-0.0076462226282073605
2021-11-10,0.004178743005242021
2021-11-11,0.004828515110615999
2021-11-12,0.00035893435603121925
2021-11-15,-0.00216663650655568
2021-11-16,0.0016249701519100404
2021-11-17,-2.8022196296759172e-05
2021-11-18,0.00045788441395761947
2021-11-19,0.00221575671368686
2021-11-22,-0.0014121356811550197
2021-11-24,-0.0014387730396435592
2021-11-26,0.005841655306449856
2021-11-29,0.0005963534098403795
2021-11-30,0.006128424077009101
2021-12-01,0.006408189697144358
2021-12-02,-0.003749069292673899
2021-12-03,-0.01619014805448578
2021-12-06,-0.012878969567303219
2021-12-07,0.0027666077829676585
2021-12-08,-0.00036180016631656015
2021-12-09,-0.00181457946704336
2021-12-10,-0.0037186450704150397
2021-12-13,-0.0025651572113561203
2021-12-14,-0.0043666757097749
2021-12-15,0.005887102388908261
2021-12-16,-0.0012402592479567804
2021-12-17,0.01631876339077018
2021-12-20,-0.00811609527791986
2021-12-21,0.00307015860538466
2021-12-22,0.002898840559768241
2021-12-23,-0.00865662213128998
2021-12-27,-0.00030936706745235973
2021-12-28,0.00358936007895742
2021-12-29,0.006048995828877241
2021-12-30,-0.00199786011909306
2022-01-04,-0.0014374379560684204
2022-01-05,-0.0126032972113099
2022-01-06,-0.0122744249532327
2022-01-07,-0.010402247171876659
2022-01-11,-0.011925763778408302
2022-01-12,-0.000981426261913101
2022-01-13,0.01465871656000036
2022-01-14,-0.00129331144196338
2022-01-18,-0.00423241112207208
2022-01-19,-0.0045844736008838986
2022-01-20,0.004972742287410243
2022-01-21,-0.00395802602266364
2022-01-24,0.0016454310051485822
2022-01-25,0.0013893206006536374
2022-01-26,-0.00404465363601858
2022-01-27,0.007909089768266247
2022-01-28,0.01032280175300198
2022-01-31,0.005842507962001759
2022-02-01,0.00638356959396034
2022-02-02,-0.00463569862594482
2022-02-03,-0.005819305125695639
2022-02-04,-0.00032330385756832
2022-02-07,-0.014737650794918422
2022-02-08,0.020744214758637077
2022-02-09,0.01229332918585306
2022-02-10,0.0005895626955650206
2022-02-14,-0.0013992481374335598
2022-02-15,-0.0006905650437629991
2022-02-16,-0.0125560893349745
2022-02-17,0.0013268430643434198
2022-02-18,-6.753129023053927e-05
2022-02-22,-0.007388387608799739
2022-02-24,0.006846984899601619
2022-02-25,0.01591433585491712
2022-02-28,0.01592377200822874
2022-03-01,0.003263200076145
2022-03-02,-0.007139108712179499
2022-03-03,-0.0046887825484696185
2022-03-04,-0.005280939856323298
2022-03-07,-0.017134637914950318
2022-03-08,-0.006277760784447722
2022-03-09,0.0003843240703930006
2022-03-10,-0.014397875923336198
2022-03-11,-0.014021362195586
2022-03-14,-0.00223314632434286
2022-03-15,-0.02585798884478448
2022-03-16,0.0037051252528958398
2022-03-17,0.0033538082617332395
2022-03-18,0.0035884914268884995
2022-03-22,-0.01206455886045394
2022-03-23,0.010157933321615038
2022-03-24,-0.021914574143724736
2022-03-25,-0.004580887116056399
2022-03-28,-0.0005602480792984998
2022-03-29,-0.00026366253135514013
2022-03-30,0.007289179845892384
2022-03-31,-0.008695246857049699
2022-04-01,0.0026655805462244006
2022-04-04,-0.0013633870307758
2022-04-05,0.0024745497055878394
2022-04-06,-0.0006854508497531595
2022-04-07,-0.0014216965723766002
2022-04-08,-0.0027636238605054184
2022-04-11,0.002160609906330999
2022-04-12,0.0014747962016391008
2022-04-13,-0.0025439242215013797
2022-04-14,-0.006102463131057061
2022-04-18,0.0002422103680261192
2022-04-19,0.0008232096291226603
2022-04-20,-0.0023775303016613397
2022-04-21,0.0011464854783562002
2022-04-22,-0.00265795341666306
2022-04-25,-0.00012191415676300033
2022-04-26,0.0021477234552214203
2022-04-27,-0.004252859365816299
2022-04-28,0.0055630652522225595
2022-05-02,-0.0035514237945260202
2022-05-06,-0.006365249051054279
2022-05-09,0.002580309927518001
2022-05-10,0.01383553200447096
2022-05-11,-0.00311589023161492
2022-05-12,-0.00399230959865326
2022-05-13,-0.0031905241155183017
2022-05-16,-0.005235517536220202
2022-05-17,-0.0010567127593904208
2022-05-18,0.01106877152654032
2022-05-19,-0.0029576795394563177
2022-05-20,-0.00464497498038558
2022-05-23,0.00353520474477108
2022-05-24,-0.0016393996795325194
2022-05-25,0.0033600838735644194
2022-05-26,-0.0016252932991158001
2022-05-27,0.0014566542257545625
2022-05-31,0.00636805413545472
2022-06-01,0.005061531144436601
2022-06-02,0.00014423308045712025
2022-06-03,-0.0022756545446415604
2022-06-06,-0.004246684146857801
2022-06-07,-0.006307046343651181
2022-06-08,0.0005314618157081404
2022-06-09,-0.007220071824841101
2022-06-10,-0.004476235277028781
2022-06-13,-0.0006707722351845998
2022-06-14,-0.0034708709921567613
2022-06-15,-0.0018602528730483382
2022-06-16,0.00474734153936952
2022-06-17,0.00712568237710148
2022-06-21,-0.0006922471577544987
2022-06-22,-0.009345761342044399
2022-06-23,-0.0013387587159838208
2022-06-24,0.005839183940724201
2022-06-27,0.0008812509388326002
2022-06-28,0.0024064565302226813
2022-06-29,-0.0053525280588888205
2022-06-30,0.0066990837105968
2022-07-01,-0.0014722609959987396
2022-07-05,0.0017499656130144402
2022-07-06,-0.019709714793892698
2022-07-07,0.0039719088301811995
2022-07-08,0.0030728885792526
2022-07-11,0.004857959936636239
2022-07-12,5.019273359806002e-05
2022-07-13,0.00488216730452056
2022-07-14,-0.0013657432287467412
2022-07-15,-0.00395167908991912
2022-07-19,0.009113088655740221
2022-07-20,0.00240361052306742
2022-07-21,-0.0036841283041472196
2022-07-22,0.00790928593738938
2022-07-25,-0.00040347202436212017
2022-07-26,-0.00195222195091984
2022-07-27,-0.00312234852564282
2022-07-28,-0.00340997702244938
2022-07-29,-0.001127328527243959
2022-08-01,0.00662163607570974
2022-08-02,0.0003706522116503439
2022-08-03,-0.0015497943961753596
2022-08-04,0.00967378768044088
2022-08-05,0.001611803208317001
2022-08-08,0.0031474109540560197
2022-08-09,0.004434098060388119
2022-08-10,0.00131904397778
2022-08-12,-0.001984938719820282
2022-08-15,9.869102519646013e-05
2022-08-16,0.0034652388062688996
2022-08-17,0.0011957654553920796
2022-08-18,-0.0027592622930290404
