,PCA_SUB
2014-07-07,0.0008362310942344204
2014-07-08,-0.0031600807825598798
2014-07-09,-0.0008000945518808603
2014-07-10,-0.0021305116339777395
2014-07-11,-9.455376901968023e-05
2014-07-14,0.0009747690453417598
2014-07-15,-0.006475045128406999
2014-07-16,0.0011431904680945
2014-07-17,0.0020897035210028477
2014-07-18,0.0029525681969758003
2014-07-22,0.00373315555860498
2014-07-23,0.0013073709993641797
2014-07-24,0.0035389679864897194
2014-07-25,0.0017230631303799201
2014-07-28,0.00508211859211944
2014-07-29,0.0018426185553856206
2014-07-30,0.00275368020358346
2014-07-31,-0.0006970616998461998
2014-08-01,-0.0005961680993693799
2014-08-04,0.00519454886554766
2014-08-05,-0.0025747210653290402
2014-08-06,-0.006225916765996301
2014-08-07,0.0004009853197072201
2014-08-08,-0.00761552335128774
2014-08-11,-0.00286680151393014
2014-08-12,-0.00010711776727801998
2014-08-13,0.0053252080354520195
2014-08-14,0.00443149489311632
2014-08-15,0.0017096579342499002
2014-08-18,-0.0031989845537970006
2014-08-19,0.0045926660816845806
2014-08-20,-0.0005432890513797199
2014-08-21,-0.0021085814038831604
2014-08-22,-0.0024021157202998196
2014-08-25,-0.00552254807442946
2014-08-26,0.0028208933953593205
2014-08-27,-0.00615304746854656
2014-08-28,0.0007449668185517
2014-08-29,0.0009404138684729
2014-09-02,-0.00789815392488054
2014-09-03,-0.0012485239559933998
2014-09-04,-0.0023115221789019595
2014-09-05,-0.000960729615897259
2014-09-08,0.004451705577309841
2014-09-09,0.005299264740551841
2014-09-10,0.00603063978577496
2014-09-11,-0.0009520728219257802
2014-09-12,-0.0006493921303624395
2014-09-16,-0.0017282002302910003
2014-09-17,0.0037380478165467607
2014-09-18,0.009368495892740442
2014-09-19,-0.0006075405776364605
2014-09-22,-0.0009185785856891996
2014-09-24,-0.0042858085371979
2014-09-25,-0.00268111134029488
2014-09-26,-0.002862915942091226
2014-09-29,-0.0011792971569183196
2014-09-30,0.005610414751042518
2014-10-01,0.00201568564225914
2014-10-02,-0.0023422712346952614
2014-10-03,0.00032565299192153976
2014-10-06,0.0030419776723272004
2014-10-07,-0.00431417510101142
2014-10-08,-0.0035410626569912
2014-10-09,-0.0014591288455642797
2014-10-10,-0.0016841971492871201
2014-10-14,-0.007563127708207622
2014-10-15,0.00230464502574858
2014-10-16,-0.0010517562666721393
2014-10-17,0.006370444258622061
2014-10-20,0.0081478962504913
2014-10-21,0.007780334733303862
2014-10-22,-0.00170294265616166
2014-10-23,-0.00208862854727324
2014-10-24,-0.0030336312214475
2014-10-27,0.005771414450910499
2014-10-28,0.00518125257249138
2014-10-29,0.00662721947714818
2014-10-30,-0.005080420229233299
2014-10-31,0.0002956992338681804
2014-11-04,-0.0259796673035169
2014-11-05,0.01152199180003256
2014-11-06,-0.0009482143452637978
2014-11-07,-0.00084666314119852
2014-11-10,0.00876161952207204
2014-11-11,0.0084513371157732
2014-11-12,0.0029025990525395596
2014-11-13,-0.00518690152640584
2014-11-14,0.0057948453090117796
2014-11-17,0.004918418817576483
2014-11-18,0.0004634167416780405
2014-11-19,-0.0016547874179541398
2014-11-20,0.00419892932200694
2014-11-21,-0.0016181934884017604
2014-11-25,0.0060808061157022995
2014-11-26,0.0026228120785330407
2014-11-28,-0.00128125582755808
2014-12-01,0.0060992584421308005
2014-12-02,0.0015793035222378803
2014-12-03,0.00498841532304746
2014-12-04,0.008494021038521959
2014-12-05,-0.0025994976535929394
2014-12-08,-0.0004497933397304239
2014-12-09,0.003965353209704719
2014-12-10,0.0009754756254336597
2014-12-11,0.02364663079810858
2014-12-12,0.003406875811567821
2014-12-15,-0.00182098928161712
2014-12-16,-0.002077590706416079
2014-12-17,0.0005030761227387591
2014-12-18,0.00368086384996884
2014-12-19,-0.003494179276084139
2014-12-22,0.006090002775366874
2014-12-24,0.00239637402574768
2014-12-26,0.0002256307008133814
2014-12-29,0.00502441077195704
2014-12-30,0.005876336100664459
2015-01-05,0.0036039195267568
2015-01-06,0.002887664968315981
2015-01-07,0.0008918208571861205
2015-01-08,0.0089034236793509
2015-01-09,-0.00392742750850816
2015-01-13,-0.009774979267624839
2015-01-14,0.00606429358143444
2015-01-15,0.00525932732277826
2015-01-16,-0.0005921906723152801
2015-01-20,-0.0002841169164114199
2015-01-21,0.00375260402864478
2015-01-22,0.001629659691577233
2015-01-23,-0.0004252226005108002
2015-01-26,0.006457496655547947
2015-01-27,-0.0027353294549728197
2015-01-28,-0.01002905216660022
2015-01-29,0.00610573161866026
2015-01-30,0.00071442028863864
2015-02-02,-0.00603538826067518
2015-02-03,0.008801598871406142
2015-02-04,0.005836786595327901
2015-02-05,0.0006622745519611196
2015-02-06,-0.0012071245913553
2015-02-09,0.0014939427822270937
2015-02-10,0.004775065034996114
2015-02-12,0.011709905409653202
2015-02-13,0.005842762548278041
2015-02-17,-0.00203686044278506
2015-02-18,0.0028876931516510595
2015-02-19,-0.0013523816804683203
2015-02-20,-0.000643179244781
2015-02-23,0.00846599920473996
2015-02-24,-0.0008686389363176993
2015-02-25,0.013986568319222561
2015-02-26,0.0037432833185492
2015-02-27,-0.0024734374285166785
2015-03-02,0.00271870802526996
2015-03-03,-0.00721874928039404
2015-03-04,-0.005629460298186126
2015-03-05,0.0006004072365576206
2015-03-06,0.004585439018070381
2015-03-09,0.01248649941080072
2015-03-10,0.0025824251078931017
2015-03-11,-0.0020266677301487993
2015-03-12,0.0021701605331837202
2015-03-13,-0.00550798507919958
2015-03-16,0.0005138493109445594
2015-03-17,0.0032081431754909405
2015-03-18,-0.001443053728320919
2015-03-19,-0.00642793779027342
2015-03-20,0.004164490387010359
2015-03-23,0.0071682532686926596
2015-03-24,0.005689789943117339
2015-03-25,-0.0006981226504113001
2015-03-26,0.00699998086311156
2015-03-27,-0.0125507804698356
2015-03-30,0.007018425680751613
2015-03-31,0.01915266339765102
2015-04-01,0.0071908645741553204
2015-04-02,0.00022424808712583934
2015-04-06,0.00286851257265738
2015-04-07,-0.0017725465101384604
2015-04-08,-0.0012752928968567789
2015-04-09,0.003009505235018
2015-04-10,0.007085669983193659
2015-04-13,-0.004177997326209241
2015-04-14,0.0035828562884351
2015-04-15,0.0015081244518014199
2015-04-16,0.02322233296312902
2015-04-17,0.0034025967814937602
2015-04-20,-0.00309173259895574
2015-04-21,-0.005795548872375078
2015-04-22,0.0008374972055027203
2015-04-23,-0.01018331104953878
2015-04-24,-0.0038813963680678605
2015-04-27,0.0036631471706471794
2015-04-28,0.00163429095020152
2015-04-30,-0.016419079502977163
2015-05-01,-0.0041816976524180404
2015-05-07,-0.001633203851337943
2015-05-08,-0.011466575168587227
2015-05-11,0.00457079653113736
2015-05-12,-0.0019871225401258603
2015-05-13,0.00460449871151376
2015-05-14,-0.005151805396950719
2015-05-15,-0.0003676344735735399
2015-05-18,-0.0037966402750489402
2015-05-19,0.0072571045825898794
2015-05-20,0.002708399040851661
2015-05-21,0.0005014161608735799
2015-05-22,0.00154262002737248
2015-05-26,0.0016566718408904401
2015-05-27,0.011220272591631799
2015-05-28,0.011260304958104261
2015-05-29,0.0012058516671472422
2015-06-01,-0.005775184191196399
2015-06-02,0.008228504115194261
2015-06-03,0.006932284658194839
2015-06-04,0.002551667429719861
2015-06-05,0.00271442884173866
2015-06-08,-0.00198614548111678
2015-06-09,-0.0047299339423347
2015-06-10,-0.0008494982499708227
2015-06-11,0.00965689701736778
2015-06-12,-0.0014374395221854594
2015-06-15,0.006243686492195281
2015-06-16,-0.007453125102876579
2015-06-17,0.0025842185993926402
2015-06-18,0.00170357254146914
2015-06-19,0.0006601268304028205
2015-06-22,-0.004132580809099641
2015-06-23,-0.003431699437047039
2015-06-24,-0.0010173282927854778
2015-06-25,0.0020641824973553803
2015-06-26,-0.00247821848465638
2015-06-29,-0.003558083413890201
2015-06-30,0.0017433803022140404
2015-07-01,0.00234933787207626
2015-07-02,-0.0015375888503868199
2015-07-06,-0.0006750131594649399
2015-07-07,0.014667934028121058
2015-07-08,0.006220933728967162
2015-07-09,-0.002443103380115561
2015-07-10,0.00771749773475856
2015-07-13,0.01140279152273212
2015-07-14,0.00301471491839092
2015-07-15,-0.006685618553292839
2015-07-16,0.00532667930707246
2015-07-17,-0.0049067958943166
2015-07-21,0.02039014850086124
2015-07-22,-0.00752300929537012
2015-07-23,-0.00902163473670568
2015-07-24,0.0017886146411576999
2015-07-27,-0.01470278563464688
2015-07-28,0.018083179518901957
2015-07-29,-0.00367472491034084
2015-07-30,0.0124970427789525
2015-07-31,0.0005987481450714996
2015-08-03,0.014208189897139796
2015-08-04,0.025991658597127917
2015-08-05,0.01118659800637662
2015-08-06,-0.01002091243833382
2015-08-07,0.00629878589741174
2015-08-10,0.01240821387725198
2015-08-11,0.01571795724790356
2015-08-12,-0.007175137901697
2015-08-13,0.0092770362937333
2015-08-14,-0.004186558798990982
2015-08-17,0.006373763786460861
2015-08-18,-0.0023481547953008997
2015-08-19,-0.0007277551767324603
2015-08-20,0.00766833273182046
2015-08-21,0.005425453787207105
2015-08-24,-0.005178032701113222
2015-08-25,0.0262120533882391
2015-08-26,-0.006190457273041461
2015-08-27,0.0042564511461728235
2015-08-28,0.0202258829889615
2015-08-31,-0.00877193348473126
2015-09-01,0.008136585986911738
2015-09-02,-0.0151563880356816
2015-09-03,-0.00758144009673016
2015-09-04,-0.010117859460703496
2015-09-08,0.017415885764810374
2015-09-09,-0.01975125142625338
2015-09-10,-0.00757750636104446
2015-09-11,0.00763647107872188
2015-09-14,0.005146601957096721
2015-09-15,0.005957833153066381
2015-09-16,-0.01616309590766402
2015-09-17,0.004486030436044039
2015-09-18,-0.0002813455352963408
2015-09-24,-0.0031210010549909
2015-09-25,0.0054322517367311005
2015-09-28,-0.0101619279402961
2015-09-29,-0.013763400855112538
2015-09-30,0.005328716243305038
2015-10-01,-0.019171689326468618
2015-10-02,9.47316361260388e-05
2015-10-05,-0.006867871606680299
2015-10-06,0.009916473983094538
2015-10-07,0.02548816207196044
2015-10-08,0.014556476370863458
2015-10-09,-0.002234927704793596
2015-10-13,0.012681110689411839
2015-10-14,-0.010643027223985859
2015-10-15,-0.0006270814388146615
2015-10-16,-3.3653955242199385e-05
2015-10-19,0.00507649078806198
2015-10-20,-0.006464046470325459
2015-10-21,0.011038310074116977
2015-10-22,0.0019169199219054001
2015-10-23,-0.0089178715135622
2015-10-26,0.00384161769093354
2015-10-27,0.011243731365942079
2015-10-28,0.0006409006176159998
2015-10-29,0.0016611288577460005
2015-10-30,-0.003622891563092999
2015-11-02,0.00047925308288589846
2015-11-04,-0.01611197039866308
2015-11-05,0.00575439504706954
2015-11-06,-0.0016399140444068455
2015-11-09,-0.00931308175202236
2015-11-10,-0.00016010605851037984
2015-11-11,0.00491284159746982
2015-11-12,0.0009848803108410396
2015-11-13,0.0017721851360117595
2015-11-16,0.010638454217884822
2015-11-17,-0.0035197160651749566
2015-11-18,0.0016437243228083001
2015-11-19,0.006146782059700321
2015-11-20,-0.0010956635239109853
2015-11-24,0.004128019299076821
2015-11-25,-0.0017106041221939007
2015-11-27,-0.004953549147896961
2015-11-30,-0.010673176259430841
2015-12-01,0.004703971829767019
2015-12-02,-0.0044227093453004795
2015-12-03,-0.00885588676060114
2015-12-04,0.00187925733217626
2015-12-07,0.00362824089155572
2015-12-08,0.00517650142528778
2015-12-09,-0.004314774365713174
2015-12-10,-0.0018980276760850797
2015-12-11,0.00227845229021086
2015-12-14,-0.010091172923204161
2015-12-15,-0.0023288126659128
2015-12-16,-0.001980483915061521
2015-12-17,0.0021896725195771592
2015-12-18,0.005875774553585341
2015-12-21,-0.0009290659891818398
2015-12-22,-0.00156111515448504
2015-12-24,0.0037850697087084394
2015-12-28,0.0021449362091489205
2015-12-29,0.00299342472467328
2015-12-30,-2.0989784263403336e-05
2016-01-04,-0.02286107849234154
2016-01-05,-0.012736504977198259
2016-01-06,-0.01797128071782678
2016-01-07,0.01004952668667562
2016-01-08,0.017267904223783742
2016-01-12,0.009438789363536803
2016-01-13,-0.0029561850208675595
2016-01-14,-0.0019033145155935623
2016-01-15,0.009327332897491481
2016-01-19,-0.0008268283098715806
2016-01-20,0.004784443422330743
2016-01-21,0.0013987536936307804
2016-01-22,-0.004077656320121716
2016-01-25,-0.00209047324307514
2016-01-26,0.00666438432657054
2016-01-27,-0.0017400319050956607
2016-01-28,0.0053740167269343405
2016-01-29,0.032867514204940315
2016-02-01,0.003072241026260334
2016-02-02,0.0077227174945266805
2016-02-03,0.00048732442960849973
2016-02-04,-0.000677369514243539
2016-02-05,0.008325202419433278
2016-02-08,-0.002719068015598
2016-02-09,0.015185131373660841
2016-02-10,-0.0033014965696474344
2016-02-12,-0.00954294528776526
2016-02-16,0.015964324471463738
2016-02-17,-0.002205373873208221
2016-02-18,-0.005281885864859779
2016-02-19,0.01123079637978216
2016-02-22,-0.0058485914390575995
2016-02-23,-0.0023005217794244606
2016-02-24,-0.00479564580683198
2016-02-25,0.005916936321039255
