,MOM
2015-06-05,-0.00795816991300368
2015-06-08,-0.0024620022881956397
2015-06-09,0.002076467860795279
2015-06-10,0.0015756366728725975
2015-06-11,0.0024960359184383416
2015-06-12,-0.008101389238067901
2015-06-15,0.00283388790720856
2015-06-16,-0.003783112065535739
2015-06-17,-0.0016057908040315802
2015-06-18,-0.0009888317999245996
2015-06-19,-0.0077414848115778005
2015-06-22,0.0029633977908308986
2015-06-23,0.0016328782534143597
2015-06-24,0.0026574202029383594
2015-06-25,0.0007775064783998602
2015-06-26,-0.00298344452195884
2015-06-29,0.01101802972127426
2015-06-30,-0.00487510281970646
2015-07-01,0.0015676354505169804
2015-07-02,-0.0017507376318628201
2015-07-06,0.00015122044779768053
2015-07-07,-0.00035374308829099876
2015-07-08,-0.006213758692041979
2015-07-09,0.0204235100653802
2015-07-10,-0.00078973332477096
2015-07-13,-0.0006959186744251403
2015-07-14,0.00469303690212444
2015-07-15,0.004206575024407921
2015-07-16,0.0041331325991422595
2015-07-17,0.00231147813911068
2015-07-21,0.01556397463941004
2015-07-22,-0.0015949062207109453
2015-07-23,0.00868654634967846
2015-07-24,0.0014121409369569002
2015-07-27,-0.01742646876554962
2015-07-28,0.02111635182792512
2015-07-29,0.00674718338856506
2015-07-30,-0.014006631018784901
2015-07-31,5.8379805503440754e-05
2015-08-03,0.00670345043223326
2015-08-04,0.013862186506962918
2015-08-05,-0.01388515728784966
2015-08-06,-0.00875895173347652
2015-08-07,-0.005076335316131801
2015-08-10,0.01267420906803036
2015-08-11,-0.01435079123107188
2015-08-12,0.00912906066094292
2015-08-13,0.00425425691288294
2015-08-14,0.009185940106812224
2015-08-17,0.0018400208393436204
2015-08-18,-0.0019957187807995
2015-08-19,0.0019046946829615607
2015-08-20,0.01000371313850638
2015-08-21,-0.015494962423500642
2015-08-24,0.00714960653263844
2015-08-25,-0.01879598856771546
2015-08-26,0.006005971722377216
2015-08-27,0.013355191416647795
2015-08-28,-0.00858637286231298
2015-08-31,0.01785915553474672
2015-09-01,-0.007839654556154856
2015-09-02,0.010405308669197
2015-09-03,-0.0013048887048459808
2015-09-04,0.013157906216448682
2015-09-08,-0.01805648476124584
2015-09-09,-0.0013804132725662409
2015-09-10,0.00678013141845892
2015-09-11,0.0105382428696872
2015-09-14,0.0025339151799355017
2015-09-15,-0.00512508944369342
2015-09-16,-0.01733768457520908
2015-09-17,-0.006445042475106898
2015-09-18,-0.00011573524639232197
2015-09-24,0.01493345216384162
2015-09-25,0.0002464926643331016
2015-09-28,0.004417419518249281
2015-09-29,0.012389506032426768
2015-09-30,-0.002272834863162541
2015-10-01,-0.01120981985754192
2015-10-02,-0.003349626088563958
2015-10-05,-0.00652738054326934
2015-10-06,-0.007097622133655399
2015-10-07,-0.02085680386363364
2015-10-08,-0.00971994058586258
2015-10-09,-0.00048202210118246033
2015-10-13,0.0029494385064148393
2015-10-14,0.004049380204160199
2015-10-15,-0.0018441786155074212
2015-10-16,0.00745173582289448
2015-10-19,0.0026918087407464403
2015-10-20,-0.01018644075644084
2015-10-21,-0.0064326581806597
2015-10-22,0.00353811512249574
2015-10-23,0.007674278795319581
2015-10-26,-0.0008591704512404008
2015-10-27,0.00348533158031892
2015-10-28,-0.00558913183158344
2015-10-29,-0.007507730094612842
2015-10-30,-0.004821938623011579
2015-11-02,-0.00046640203459707985
2015-11-04,-0.014484723305048419
2015-11-05,-0.0028341981636002813
2015-11-06,0.0026404975288490395
2015-11-09,0.01058902457005742
2015-11-10,0.00201589753214534
2015-11-11,0.0010760889938491395
2015-11-12,-0.0017428312811918795
2015-11-13,0.0016600654793127404
2015-11-16,-0.008799048834732842
2015-11-17,-0.012422491339634696
2015-11-18,-0.00027840850934666023
2015-11-19,0.00678031136009682
2015-11-20,0.00306621809139516
2015-11-24,0.0074953954217644005
2015-11-25,0.00027489164207620013
2015-11-27,0.0008427271011469601
2015-11-30,0.0166430242739971
2015-12-01,-0.00449273169105124
2015-12-02,-0.005660018937037501
2015-12-03,0.005730567899906739
2015-12-04,-0.00311711353598654
2015-12-07,-0.00633535004869922
2015-12-08,0.00369314471523108
2015-12-09,0.006238632925702095
2015-12-10,-0.0007517451897900197
2015-12-11,0.00012055901009388071
2015-12-14,0.007512840033715181
2015-12-15,0.004958311970917638
2015-12-16,0.00434305412913444
2015-12-17,0.003504343732652901
2015-12-18,-0.002707980655734761
2015-12-21,0.0021216522662445805
2015-12-22,-0.004885983002201041
2015-12-24,-0.003246413724524588
2015-12-28,-0.004856790955483093
2015-12-29,-0.0007624434342871998
2015-12-30,0.0015711837281381998
2016-01-04,0.011857270752561542
2016-01-05,-0.0010674917089892404
2016-01-06,0.0020085558927481
2016-01-07,-0.004091769187264638
2016-01-08,0.01560652027862744
2016-01-12,-0.005091895761127122
2016-01-13,-0.00657150964711308
2016-01-14,0.01568630439468996
2016-01-15,0.01467911895050492
2016-01-19,0.00849845827386766
2016-01-20,0.01582487762920416
2016-01-21,0.005938571062276101
2016-01-22,0.00019149911474838043
2016-01-25,0.011870775571059061
2016-01-26,0.014497282498894261
2016-01-27,0.00030061245460883887
2016-01-28,0.00538133706556612
2016-01-29,-0.015119327006535722
2016-02-01,0.006031614024992039
2016-02-02,0.0144275040290777
2016-02-03,0.012774648643161541
2016-02-04,-0.0003168769952553597
2016-02-05,0.0016684265055541408
2016-02-08,0.0028427708299091792
2016-02-09,0.02626436010457338
2016-02-10,0.008150086646187805
2016-02-12,0.0058368466505829605
2016-02-16,-0.01824612580477604
2016-02-17,-0.017822678134431762
